,state,begin,end,poll_time,poll_date,week,day_of_week,pollster,mode,population,observations,clinton,trump,both,other,p_clinton,n_clinton,n_respondents
13,wisconsin,2016-10-15,2016-10-18,3,2016-10-16,41,5,Monmouth University,Live Phone,,403.0,47.0,40.0,87.0,9.0,0.5402298850574713,189.0,351.0
14,wisconsin,2016-10-13,2016-10-16,3,2016-10-14,41,3,St Norbert,Live Phone,,664.0,47.0,39.0,86.0,7.0,0.5465116279069767,312.0,571.0
15,wisconsin,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,361.0,51.0,46.0,97.0,3.0,0.5257731958762887,184.0,350.0
16,wisconsin,2016-10-08,2016-10-16,8,2016-10-12,41,1,WashPost/SurveyMonkey,Internet,,1076.0,48.0,44.0,92.0,0.0,0.5217391304347826,516.0,990.0
17,wisconsin,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,810.0,42.0,37.0,79.0,0.0,0.5316455696202531,340.0,640.0
18,wisconsin,2016-10-06,2016-10-09,3,2016-10-07,40,3,Marquette Law School,Live Phone,,878.0,46.0,42.0,88.0,8.0,0.5227272727272727,404.0,773.0
19,wisconsin,2016-10-05,2016-10-07,2,2016-10-06,40,2,CBS/YouGov,Internet,,993.0,43.0,39.0,82.0,7.0,0.524390243902439,427.0,814.0
20,wisconsin,2016-10-04,2016-10-05,1,2016-10-04,40,0,Loras College,Live Phone,,500.0,47.0,37.0,84.0,7.0,0.5595238095238095,235.0,420.0
21,wisconsin,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,575.0,50.0,47.0,97.0,3.0,0.5154639175257731,288.0,558.0
22,wisconsin,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,685.0,41.0,41.0,82.0,0.0,0.5,281.0,562.0
23,wisconsin,2016-09-15,2016-09-18,3,2016-09-16,37,3,Marquette Law School,Live Phone,,642.0,44.0,42.0,86.0,9.0,0.5116279069767442,282.0,552.0
24,wisconsin,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,2687.0,46.0,44.0,90.0,0.0,0.5111111111111111,1236.0,2418.0
25,wisconsin,2016-08-27,2016-08-30,3,2016-08-28,34,5,Monmouth University,Live Phone,,404.0,43.0,38.0,81.0,11.0,0.5308641975308642,174.0,327.0
26,wisconsin,2016-08-25,2016-08-28,3,2016-08-26,34,3,Marquette Law School,Live Phone,,650.0,45.0,42.0,87.0,8.0,0.5172413793103449,292.0,566.0
27,wisconsin,2016-08-26,2016-08-27,1,2016-08-26,34,3,PPP (D-NELP) ,IVR/Online,,1054.0,48.0,41.0,89.0,0.0,0.5393258426966292,506.0,938.0
28,wisconsin,2016-08-04,2016-08-07,3,2016-08-05,31,3,Marquette Law School,Live Phone,,683.0,52.0,37.0,89.0,7.0,0.5842696629213483,355.0,608.0
29,wisconsin,2016-07-07,2016-07-10,3,2016-07-08,27,3,Marquette Law School,Live Phone,,665.0,45.0,41.0,86.0,9.0,0.5232558139534884,299.0,572.0
30,wisconsin,2016-06-21,2016-06-24,3,2016-06-22,25,1,CBS/YouGov,Internet,,993.0,41.0,36.0,77.0,11.0,0.5324675324675324,407.0,765.0
31,wisconsin,2016-06-22,2016-06-23,1,2016-06-22,25,1,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,IVR/Online,,843.0,47.0,39.0,86.0,0.0,0.5465116279069767,396.0,725.0
32,wisconsin,2016-06-11,2016-06-20,9,2016-06-15,24,1,GQR (D-Democracy Corps/Women's Voices Women Vote),Live Phone,,300.0,47.0,36.0,83.0,7.0,0.5662650602409639,141.0,249.0
33,wisconsin,2016-06-09,2016-06-12,3,2016-06-10,23,3,Marquette Law School,Live Phone,,666.0,46.0,37.0,83.0,13.0,0.5542168674698795,306.0,553.0
34,wisconsin,2016-05-10,2016-05-12,2,2016-05-11,19,1,Public Opinion Strategies (R)/Federation for Children,Live Phone,,600.0,43.0,31.0,74.0,0.0,0.581081081081081,258.0,444.0
35,wisconsin,2016-04-12,2016-04-15,3,2016-04-13,15,1,St Norbert/WPR/WPTV,Live Phone,,616.0,46.0,34.0,80.0,12.0,0.575,283.0,493.0
36,wisconsin,2016-03-30,2016-04-03,4,2016-04-01,13,3,Emerson College Polling Society,Automated Phone,,1198.0,47.0,37.0,84.0,0.0,0.5595238095238095,563.0,1006.0
0,ohio,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,2860.0,42.0,45.0,87.0,10.0,0.4827586206896552,1201.0,2488.0
1,ohio,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,345.0,47.0,48.0,95.0,5.0,0.49473684210526314,162.0,328.0
2,ohio,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,775.0,47.0,46.0,93.0,0.0,0.5053763440860215,364.0,721.0
3,ohio,2016-10-27,2016-11-05,9,2016-10-31,43,6,Columbus Dispatch,Mail,,1151.0,48.0,47.0,95.0,5.0,0.5052631578947369,552.0,1093.0
4,ohio,2016-11-02,2016-11-04,2,2016-11-03,44,2,CBS/YouGov,Internet,,1189.0,45.0,46.0,91.0,7.0,0.4945054945054945,535.0,1082.0
5,ohio,2016-10-31,2016-11-03,3,2016-11-01,44,0,TargetSmart/William & Mary,Live Phone/Online,,1194.0,40.0,43.0,83.0,15.0,0.4819277108433735,478.0,991.0
6,ohio,2016-11-01,2016-11-02,1,2016-11-01,44,0,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,2557.0,44.0,45.0,89.0,7.0,0.4943820224719101,1125.0,2276.0
7,ohio,2016-10-27,2016-11-01,5,2016-10-29,43,4,Quinnipiac,Live Phone,,589.0,41.0,46.0,87.0,8.0,0.47126436781609193,241.0,512.0
8,ohio,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,1823.0,40.0,45.0,85.0,11.0,0.47058823529411764,729.0,1550.0
9,ohio,2016-10-30,2016-10-30,0,2016-10-30,43,5,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1187.0,43.0,48.0,91.0,4.0,0.4725274725274725,510.0,1080.0
10,ohio,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,339.0,50.0,47.0,97.0,3.0,0.5154639175257731,170.0,329.0
11,ohio,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,1951.0,40.0,45.0,85.0,11.0,0.47058823529411764,780.0,1658.0
12,ohio,2016-10-20,2016-10-22,2,2016-10-21,42,3,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1971.0,42.0,46.0,88.0,6.0,0.4772727272727273,828.0,1734.0
13,ohio,2016-10-17,2016-10-19,2,2016-10-18,42,0,Suffolk,Live Phone,,500.0,45.0,45.0,90.0,4.0,0.5,225.0,450.0
14,ohio,2016-10-10,2016-10-16,6,2016-10-13,41,2,Quinnipiac,Live Phone,,624.0,45.0,45.0,90.0,8.0,0.5,281.0,562.0
15,ohio,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,344.0,50.0,46.0,96.0,4.0,0.5208333333333334,172.0,330.0
16,ohio,2016-10-08,2016-10-16,8,2016-10-12,41,1,WashPost/SurveyMonkey,Internet,,1307.0,46.0,48.0,94.0,0.0,0.48936170212765956,601.0,1229.0
17,ohio,2016-10-10,2016-10-15,5,2016-10-12,41,1,CNN,Live Phone,,774.0,44.0,48.0,92.0,7.0,0.4782608695652174,341.0,712.0
18,ohio,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,2192.0,42.0,43.0,85.0,0.0,0.49411764705882355,921.0,1863.0
19,ohio,2016-10-10,2016-10-12,2,2016-10-11,41,0,NBC/WSJ/Marist,Live Phone,,724.0,45.0,45.0,90.0,8.0,0.5,326.0,652.0
20,ohio,2016-10-09,2016-10-11,2,2016-10-10,40,6,Baldwin Wallace University,Internet,,1152.0,48.0,38.0,86.0,0.0,0.5581395348837209,553.0,991.0
21,ohio,2016-10-07,2016-10-10,3,2016-10-08,40,4,Lucid/The Times-Picayune,Internet,,1304.0,44.0,39.0,83.0,9.0,0.5301204819277109,574.0,1082.0
22,ohio,2016-10-05,2016-10-07,2,2016-10-06,40,2,CBS/YouGov,Internet,,997.0,46.0,42.0,88.0,9.0,0.5227272727272727,459.0,877.0
23,ohio,2016-10-05,2016-10-06,1,2016-10-05,40,1,PPP (D),IVR/Online,,782.0,44.0,43.0,87.0,7.0,0.5057471264367817,344.0,680.0
24,ohio,2016-10-03,2016-10-06,3,2016-10-04,40,0,TargetSmart/William & Mary,Live Phone/Online,,812.0,43.0,40.0,83.0,11.0,0.5180722891566265,349.0,674.0
25,ohio,2016-10-01,2016-10-04,3,2016-10-02,39,5,Monmouth University,Live Phone,,405.0,44.0,42.0,86.0,7.0,0.5116279069767442,178.0,348.0
26,ohio,2016-09-27,2016-10-02,5,2016-09-29,39,2,Anzalone (D-Ohio Education Association),Live Phone,,800.0,44.0,42.0,86.0,9.0,0.5116279069767442,352.0,688.0
27,ohio,2016-09-27,2016-10-02,5,2016-09-29,39,2,Quinnipiac,Live Phone,,497.0,42.0,47.0,89.0,7.0,0.47191011235955055,209.0,442.0
28,ohio,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,548.0,48.0,49.0,97.0,4.0,0.4948453608247423,263.0,532.0
29,ohio,2016-09-15,2016-09-22,7,2016-09-18,37,5,TargetSmart/William & Mary,Live Phone/Online,,652.0,40.0,37.0,77.0,12.0,0.5194805194805194,261.0,502.0
30,ohio,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,550.0,46.0,43.0,89.0,0.0,0.5168539325842697,253.0,490.0
31,ohio,2016-09-18,2016-09-20,2,2016-09-19,37,6,Fox News,Live Phone,,737.0,37.0,42.0,79.0,10.0,0.46835443037974683,273.0,582.0
32,ohio,2016-09-10,2016-09-19,9,2016-09-14,37,1,GQR (D-Democracy Corps/WVWV),Live Phone,,400.0,39.0,41.0,80.0,15.0,0.4875,156.0,320.0
33,ohio,2016-09-12,2016-09-14,2,2016-09-13,37,0,Suffolk,Live Phone,,500.0,39.0,42.0,81.0,6.0,0.48148148148148145,195.0,405.0
34,ohio,2016-09-09,2016-09-12,3,2016-09-10,36,4,Bloomberg/Selzer,Live Phone,,802.0,43.0,48.0,91.0,6.0,0.4725274725274725,345.0,730.0
35,ohio,2016-09-07,2016-09-12,5,2016-09-09,36,3,CNN,Live Phone,,769.0,41.0,46.0,87.0,12.0,0.47126436781609193,315.0,669.0
36,ohio,2016-09-07,2016-09-09,2,2016-09-08,36,2,CBS/YouGov,Internet,,994.0,46.0,39.0,85.0,11.0,0.5411764705882353,457.0,845.0
37,ohio,2016-08-29,2016-09-07,9,2016-09-02,35,3,Quinnipiac,Live Phone,,775.0,45.0,46.0,91.0,3.0,0.4945054945054945,349.0,705.0
38,ohio,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,2543.0,43.0,46.0,89.0,0.0,0.48314606741573035,1093.0,2263.0
39,ohio,2016-08-26,2016-08-27,1,2016-08-26,34,3,PPP (D-NELP) ,IVR/Online,,1134.0,46.0,42.0,88.0,0.0,0.5227272727272727,522.0,998.0
40,ohio,2016-08-18,2016-08-21,3,2016-08-19,33,3,Monmouth University,Live Phone,,402.0,43.0,39.0,82.0,10.0,0.524390243902439,173.0,330.0
41,ohio,2016-08-17,2016-08-19,2,2016-08-18,33,2,CBS/YouGov,Internet,,997.0,46.0,40.0,86.0,10.0,0.5348837209302325,459.0,857.0
42,ohio,2016-08-03,2016-08-07,4,2016-08-05,31,3,NBC/WSJ/Marist,Live Phone,,889.0,43.0,38.0,81.0,10.0,0.5308641975308642,382.0,720.0
43,ohio,2016-07-30,2016-08-07,8,2016-08-03,31,1,Quinnipiac,Live Phone,,812.0,49.0,45.0,94.0,2.0,0.5212765957446809,398.0,763.0
44,ohio,2016-07-22,2016-07-24,2,2016-07-23,29,4,PPP (D),IVR/Online,,1334.0,39.0,42.0,81.0,8.0,0.48148148148148145,520.0,1081.0
45,ohio,2016-07-18,2016-07-20,2,2016-07-19,29,0,Suffolk,Live Phone,,500.0,44.0,44.0,88.0,0.0,0.5,220.0,440.0
46,ohio,2016-07-13,2016-07-15,2,2016-07-14,28,2,CBS/YouGov,Internet,,1104.0,44.0,40.0,84.0,11.0,0.5238095238095238,486.0,927.0
47,ohio,2016-06-30,2016-07-11,11,2016-07-05,27,0,Quinnipiac,Live Phone,,955.0,41.0,41.0,82.0,4.0,0.5,392.0,783.0
48,ohio,2016-07-05,2016-07-10,5,2016-07-07,27,2,NBC/WSJ/Marist,Live Phone,,848.0,39.0,39.0,78.0,11.0,0.5,331.0,661.0
49,ohio,2016-06-27,2016-06-28,1,2016-06-27,25,6,Gravis Marketing/OANN,Automated Phone,,1270.0,46.0,47.0,93.0,7.0,0.4946236559139785,584.0,1181.0
50,ohio,2016-06-22,2016-06-28,6,2016-06-25,25,4,RABA Research,Live Phone,,599.0,41.0,38.0,79.0,9.0,0.5189873417721519,246.0,473.0
51,ohio,2016-06-22,2016-06-23,1,2016-06-22,25,1,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,IVR/Online,,708.0,44.0,40.0,84.0,0.0,0.5238095238095238,312.0,595.0
52,ohio,2016-06-11,2016-06-20,9,2016-06-15,24,1,GQR (D-Democracy Corps/Women's Voices Women Vote),Live Phone,,300.0,47.0,48.0,95.0,3.0,0.49473684210526314,141.0,285.0
53,ohio,2016-06-08,2016-06-19,11,2016-06-13,23,6,Quinnipiac,Live Phone,,971.0,40.0,40.0,80.0,6.0,0.5,388.0,777.0
54,ohio,2016-05-18,2016-05-22,4,2016-05-20,20,3,Zogby (Internet),Internet,,679.0,45.0,39.0,84.0,0.0,0.5357142857142857,306.0,570.0
55,ohio,2016-05-16,2016-05-19,3,2016-05-17,20,0,CBS/YouGov,Internet,,992.0,44.0,39.0,83.0,0.0,0.5301204819277109,436.0,823.0
56,ohio,2016-04-27,2016-05-08,11,2016-05-02,17,6,Quinnipiac,Live Phone,,1042.0,39.0,43.0,82.0,3.0,0.47560975609756095,406.0,854.0
57,ohio,2016-04-26,2016-04-27,1,2016-04-26,17,0,PPP (D),IVR/Online,,799.0,45.0,42.0,87.0,0.0,0.5172413793103449,360.0,695.0
0,pennsylvania,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,2845.0,46.0,43.0,89.0,9.0,0.5168539325842697,1309.0,2532.0
1,pennsylvania,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,390.0,48.0,47.0,95.0,5.0,0.5052631578947369,187.0,370.0
2,pennsylvania,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,955.0,48.0,45.0,93.0,0.0,0.5161290322580645,458.0,888.0
3,pennsylvania,2016-11-03,2016-11-05,2,2016-11-04,44,3,CBS/YouGov,Internet,,931.0,45.0,43.0,88.0,8.0,0.5113636363636364,419.0,819.0
4,pennsylvania,2016-10-30,2016-11-04,5,2016-11-01,44,0,Muhlenberg/Morning Call,Live Phone,,405.0,48.0,42.0,90.0,7.0,0.5333333333333333,194.0,364.0
5,pennsylvania,2016-11-01,2016-11-02,1,2016-11-01,44,0,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,2683.0,46.0,45.0,91.0,6.0,0.5054945054945055,1234.0,2442.0
6,pennsylvania,2016-11-01,2016-11-02,1,2016-11-01,44,0,Gravis Marketing/Breitbart,IVR/Online,,1016.0,47.0,45.0,92.0,6.0,0.5108695652173914,478.0,935.0
7,pennsylvania,2016-10-31,2016-11-01,1,2016-10-31,43,6,PPP (D-Center for American Progress Action Fund),IVR/Online,,1050.0,48.0,44.0,92.0,0.0,0.5217391304347826,504.0,966.0
8,pennsylvania,2016-10-31,2016-11-01,1,2016-10-31,43,6,Susquehanna (R)/ABC27 News,IVR/Live Phone,,681.0,45.0,43.0,88.0,5.0,0.5113636363636364,306.0,599.0
9,pennsylvania,2016-10-29,2016-11-01,3,2016-10-30,43,5,Monmouth University,Live Phone,,403.0,48.0,44.0,92.0,5.0,0.5217391304347826,193.0,371.0
10,pennsylvania,2016-10-27,2016-11-01,5,2016-10-29,43,4,Quinnipiac,Live Phone,,612.0,48.0,43.0,91.0,6.0,0.5274725274725275,294.0,557.0
11,pennsylvania,2016-10-27,2016-11-01,5,2016-10-29,43,4,CNN,Live Phone,,799.0,48.0,44.0,92.0,6.0,0.5217391304347826,384.0,735.0
12,pennsylvania,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,2255.0,49.0,41.0,90.0,8.0,0.5444444444444444,1105.0,2030.0
13,pennsylvania,2016-10-30,2016-10-30,0,2016-10-30,43,5,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1249.0,45.0,43.0,88.0,4.0,0.5113636363636364,562.0,1099.0
14,pennsylvania,2016-10-26,2016-10-30,4,2016-10-28,43,3,Franklin and Marshall College,Live Phone/Online,,652.0,49.0,38.0,87.0,6.0,0.5632183908045977,319.0,567.0
15,pennsylvania,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,366.0,50.0,46.0,96.0,4.0,0.5208333333333334,183.0,351.0
16,pennsylvania,2016-10-26,2016-10-28,2,2016-10-27,43,2,CBS/YouGov,Internet,,1091.0,48.0,40.0,88.0,10.0,0.5454545454545454,524.0,960.0
17,pennsylvania,2016-10-20,2016-10-26,6,2016-10-23,42,5,Muhlenberg/Morning Call,Live Phone,,420.0,46.0,41.0,87.0,9.0,0.5287356321839081,193.0,365.0
18,pennsylvania,2016-10-23,2016-10-25,2,2016-10-24,42,6,NYT Upshot/Siena,Live Phone,,824.0,46.0,39.0,85.0,10.0,0.5411764705882353,379.0,700.0
19,pennsylvania,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,2131.0,48.0,42.0,90.0,9.0,0.5333333333333333,1023.0,1918.0
20,pennsylvania,2016-10-20,2016-10-22,2,2016-10-21,42,3,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1997.0,45.0,42.0,87.0,6.0,0.5172413793103449,899.0,1737.0
21,pennsylvania,2016-10-10,2016-10-16,6,2016-10-13,41,2,Quinnipiac,Live Phone,,660.0,47.0,41.0,88.0,8.0,0.5340909090909091,310.0,581.0
22,pennsylvania,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,380.0,50.0,46.0,96.0,4.0,0.5208333333333334,190.0,365.0
23,pennsylvania,2016-10-08,2016-10-16,8,2016-10-12,41,1,WashPost/SurveyMonkey,Internet,,1449.0,51.0,42.0,93.0,0.0,0.5483870967741935,739.0,1348.0
24,pennsylvania,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,2271.0,46.0,42.0,88.0,0.0,0.5227272727272727,1045.0,1998.0
25,pennsylvania,2016-10-07,2016-10-11,4,2016-10-09,40,5,Bloomberg/Selzer,Live Phone,,806.0,51.0,42.0,93.0,3.0,0.5483870967741935,411.0,750.0
26,pennsylvania,2016-10-07,2016-10-10,3,2016-10-08,40,4,Lucid/The Times-Picayune,Internet,,1457.0,47.0,38.0,85.0,9.0,0.5529411764705883,685.0,1238.0
27,pennsylvania,2016-10-04,2016-10-09,5,2016-10-06,40,2,Susquehanna (R)/ABC27 News,IVR/Live Phone,,764.0,44.0,40.0,84.0,7.0,0.5238095238095238,336.0,642.0
28,pennsylvania,2016-10-05,2016-10-07,2,2016-10-06,40,2,CBS/YouGov,Internet,,997.0,48.0,40.0,88.0,7.0,0.5454545454545454,479.0,877.0
29,pennsylvania,2016-10-03,2016-10-06,3,2016-10-04,40,0,NBC/WSJ/Marist,Live Phone,,709.0,51.0,39.0,90.0,7.0,0.5666666666666667,362.0,638.0
30,pennsylvania,2016-09-30,2016-10-03,3,2016-10-01,39,4,Monmouth University,Live Phone,,402.0,50.0,40.0,90.0,8.0,0.5555555555555556,201.0,362.0
31,pennsylvania,2016-09-28,2016-10-02,4,2016-09-30,39,3,Franklin and Marshall College,Live Phone/Online,,813.0,48.0,36.0,84.0,9.0,0.5714285714285714,390.0,683.0
32,pennsylvania,2016-09-27,2016-10-02,5,2016-09-29,39,2,Quinnipiac,Live Phone,,535.0,45.0,41.0,86.0,8.0,0.5232558139534884,241.0,460.0
33,pennsylvania,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,649.0,46.0,50.0,96.0,4.0,0.4791666666666667,299.0,623.0
34,pennsylvania,2016-09-27,2016-09-28,1,2016-09-27,39,0,PPP (D-Vote Vets Action Fund),IVR/Online,,886.0,45.0,39.0,84.0,8.0,0.5357142857142857,399.0,744.0
35,pennsylvania,2016-09-20,2016-09-25,5,2016-09-22,38,2,CNN,Live Phone,,771.0,45.0,44.0,89.0,9.0,0.5056179775280899,347.0,686.0
36,pennsylvania,2016-09-19,2016-09-23,4,2016-09-21,38,1,Muhlenberg/Morning Call,Live Phone,,486.0,44.0,41.0,85.0,11.0,0.5176470588235295,214.0,413.0
37,pennsylvania,2016-09-12,2016-09-23,11,2016-09-17,37,4,Mercyhurst University,Live Phone,,420.0,42.0,41.0,83.0,7.0,0.5060240963855421,176.0,349.0
38,pennsylvania,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,709.0,46.0,46.0,92.0,0.0,0.5,326.0,652.0
39,pennsylvania,2016-09-10,2016-09-19,9,2016-09-14,37,1,GQR (D-Democracy Corps/WVWV),Live Phone,,400.0,46.0,38.0,84.0,11.0,0.5476190476190477,184.0,336.0
40,pennsylvania,2016-09-12,2016-09-16,4,2016-09-14,37,1,Muhlenberg/Morning Call,Live Phone,,405.0,47.0,38.0,85.0,11.0,0.5529411764705883,190.0,344.0
41,pennsylvania,2016-08-29,2016-09-07,9,2016-09-02,35,3,Quinnipiac,Live Phone,,778.0,48.0,43.0,91.0,3.0,0.5274725274725275,373.0,708.0
42,pennsylvania,2016-08-30,2016-09-02,3,2016-08-31,35,1,CBS/YouGov,Internet,,1091.0,45.0,37.0,82.0,11.0,0.5487804878048781,491.0,895.0
43,pennsylvania,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,2861.0,47.0,43.0,90.0,0.0,0.5222222222222223,1345.0,2575.0
44,pennsylvania,2016-08-30,2016-08-31,1,2016-08-30,35,0,PPP (D- Constitutional Responsibility Project),IVR/Online,,814.0,47.0,42.0,89.0,0.0,0.5280898876404494,383.0,724.0
45,pennsylvania,2016-08-26,2016-08-29,3,2016-08-27,34,4,Monmouth University,Live Phone,,402.0,48.0,40.0,88.0,8.0,0.5454545454545454,193.0,354.0
46,pennsylvania,2016-08-25,2016-08-29,4,2016-08-27,34,4,Franklin and Marshall College,Live Phone/Online,,496.0,47.0,40.0,87.0,6.0,0.5402298850574713,233.0,432.0
47,pennsylvania,2016-08-26,2016-08-27,1,2016-08-26,34,3,PPP (D-NELP),IVR/Online,,1194.0,48.0,43.0,91.0,0.0,0.5274725274725275,573.0,1087.0
48,pennsylvania,2016-08-03,2016-08-07,4,2016-08-05,31,3,NBC/WSJ/Marist,Live Phone,,834.0,48.0,37.0,85.0,9.0,0.5647058823529412,400.0,709.0
49,pennsylvania,2016-07-30,2016-08-07,8,2016-08-03,31,1,Quinnipiac,Live Phone,,815.0,52.0,42.0,94.0,1.0,0.5531914893617021,424.0,766.0
50,pennsylvania,2016-07-31,2016-08-04,4,2016-08-02,31,0,Susquehanna (R)/ABC27 News,IVR/Live Phone,,772.0,47.0,37.0,84.0,8.0,0.5595238095238095,363.0,648.0
51,pennsylvania,2016-07-29,2016-08-01,3,2016-07-30,30,4,Franklin and Marshall College,Live Phone/Online,,389.0,49.0,38.0,87.0,6.0,0.5632183908045977,191.0,338.0
52,pennsylvania,2016-07-29,2016-07-31,2,2016-07-30,30,4,PPP (D),IVR/Online,,1505.0,45.0,42.0,87.0,6.0,0.5172413793103449,677.0,1309.0
53,pennsylvania,2016-07-25,2016-07-27,2,2016-07-26,30,0,Suffolk,Live Phone,,500.0,50.0,41.0,91.0,0.0,0.5494505494505495,250.0,455.0
54,pennsylvania,2016-06-30,2016-07-11,11,2016-07-05,27,0,Quinnipiac,Live Phone,,982.0,41.0,43.0,84.0,4.0,0.4880952380952381,403.0,825.0
55,pennsylvania,2016-07-05,2016-07-10,5,2016-07-07,27,2,NBC/WSJ/Marist,Live Phone,,829.0,45.0,36.0,81.0,13.0,0.5555555555555556,373.0,671.0
56,pennsylvania,2016-06-27,2016-06-28,1,2016-06-27,25,6,Gravis Marketing/OANN,Automated Phone,,1958.0,48.0,47.0,95.0,5.0,0.5052631578947369,940.0,1860.0
57,pennsylvania,2016-06-22,2016-06-23,1,2016-06-22,25,1,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,IVR/Online,,980.0,46.0,42.0,88.0,0.0,0.5227272727272727,451.0,862.0
58,pennsylvania,2016-06-11,2016-06-20,9,2016-06-15,24,1,GQR (D-Democracy Corps/Women's Voices Women Vote),Live Phone,,300.0,49.0,39.0,88.0,8.0,0.5568181818181818,147.0,264.0
59,pennsylvania,2016-06-08,2016-06-19,11,2016-06-13,23,6,Quinnipiac,Live Phone,,950.0,42.0,41.0,83.0,3.0,0.5060240963855421,399.0,788.0
60,pennsylvania,2016-06-03,2016-06-05,2,2016-06-04,22,4,PPP (D),IVR/Online,,1106.0,41.0,40.0,81.0,9.0,0.5061728395061729,453.0,896.0
61,pennsylvania,2016-04-27,2016-05-08,11,2016-05-02,17,6,Quinnipiac,Live Phone,,1077.0,43.0,42.0,85.0,2.0,0.5058823529411764,463.0,915.0
62,pennsylvania,2016-04-18,2016-04-20,2,2016-04-19,16,0,NBC/WSJ/Marist,Live Phone,,2606.0,54.0,39.0,93.0,0.0,0.5806451612903226,1407.0,2424.0
63,pennsylvania,2016-04-04,2016-04-07,3,2016-04-05,14,0,Fox News,Live Phone,,1607.0,44.0,44.0,88.0,2.0,0.5,707.0,1414.0
64,pennsylvania,2016-03-30,2016-04-04,5,2016-04-01,13,3,Quinnipiac,Live Phone,,1737.0,45.0,42.0,87.0,3.0,0.5172413793103449,782.0,1511.0
0,new york,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,2208.0,57.0,32.0,89.0,9.0,0.6404494382022472,1259.0,1965.0
1,new york,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,458.0,59.0,38.0,97.0,4.0,0.6082474226804123,270.0,444.0
2,new york,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,1383.0,51.0,33.0,84.0,0.0,0.6071428571428571,705.0,1162.0
3,new york,2016-11-03,2016-11-04,1,2016-11-03,44,2,Siena,Live Phone,,617.0,51.0,34.0,85.0,8.0,0.6,315.0,524.0
4,new york,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,1734.0,56.0,33.0,89.0,10.0,0.6292134831460674,971.0,1543.0
5,new york,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,403.0,58.0,38.0,96.0,4.0,0.6041666666666666,234.0,387.0
6,new york,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,1169.0,58.0,31.0,89.0,9.0,0.651685393258427,678.0,1040.0
7,new york,2016-10-13,2016-10-17,4,2016-10-15,41,4,Siena,Live Phone,,611.0,54.0,30.0,84.0,10.0,0.6428571428571429,330.0,513.0
